TP_FUNDO;CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;VL_PATRIM_LIQ;NR_COTST
FIDC;07.742.454/0001-87;GP - FIDC FCVS 2;2019-02-28;35825613.61;22
FIDC;07.964.366/0001-20;FIDC NP AMÉRICA MULTICARTEIRA;2019-02-28;2628554.60;1
FIDC;08.093.745/0001-54;V1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTICARTEIRA OUTROS;2019-02-28;1401494.62;1
FIDC;08.140.051/0001-20;FICFIDC NP GLOBAL MARKETS;2019-02-28;;0
FIDC;08.270.249/0001-29;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MACCRED NÃO PADRONIZADO;2019-02-28;21284866.49;1
FIDC;08.315.045/0001-67;FUNDO DE INVESTIMENTOS EM DIREITOS CREDITORIOS MULTISETORIAL HOPE LP;2019-02-28;118705955.23;11
FIDC;08.387.157/0001-23;POLO PRECATÓRIO FEDERAL FUNDO DE INVESTIMENTOS EM DIREITOS CREDITORIOS NAO PADRONIZADOS;2019-02-28;1801595.84;5
FIDC;08.417.544/0001-65;CRÉDITO UNIVERSITÁRIO FIDC;2019-02-28;720295124.46;267
FIDC;08.611.414/0001-69;V3 FIDC MULTICARTEIRA - NP;2019-02-28;344510796.15;1
FIDC;08.621.199/0001-87;FAMCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL NÃO PADRONIZADOS;2019-02-28;314394959.25;4
FIDC;08.632.394/0001-02;RED - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL LP;2019-02-28;629266391.20;361
FIDC;08.654.210/0001-05;Fundo de Investimento em Direitos Creditórios Multissetorial One7 LP;2019-02-28;150998341.58;12
FIDC;08.661.352/0001-08;ZMF FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2019-02-28;1182518694.12;6
FIDC;08.678.936/0001-88;SIFRA PLUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2019-02-28;538227816.71;170
FIDC;08.692.888/0001-82;CARTÃO DE COMPRAS SUPPLIERCARD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2019-02-28;664721423.62;260
FIDC;08.756.222/0001-40;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS TRADEMAX;2019-02-28;69467590.01;7
FIDC;08.845.618/0001-64;FIDC MULTISETORIAL MAXIMUM;2019-02-28;5621360.06;335
FIDC;08.927.488/0001-09;FIDC TRENDBANK BANCO DE FOMENTO - MULTISETORIAL;2019-02-28;1380757.41;20
FIDC;08.930.397/0001-22;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISETORIAL PROSPECTA LP;2019-02-28;28624720.18;5
FIDC;08.947.141/0001-28;FUNDO TRIANGULO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2019-02-28;4957016.76;1
FIDC;08.987.105/0001-98;FIDC - FORNECEDORES I;2019-02-28;35099534.67;1
FIDC;09.009.924/0001-23;ECO MULTI COMMODITIES FIDC FINANCEIROS AGROPECUARIOS;2019-02-28;8173129.40;18
FIDC;09.057.948/0001-58;FIDC MULTISETORIAL EXICON I;2019-02-28;38926761.21;6
FIDC;09.072.384/0001-22;CREDITMIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NAO PADRONIZADOS;2019-02-28;91605514.76;1
FIDC;09.104.359/0001-83;DETOMASO FIDC-NP MULTISSETORIAL;2019-02-28;181905286.51;4
FIDC;09.115.244/0001-94;FIDC NP TRATEX PRECATORIO II;2019-02-28;725561156.30;2
FIDC;09.137.729/0001-89;MULTI RECEBIVEIS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2019-02-28;159988476.74;131
FIDC;09.163.026/0001-25;MERIDIANO - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS - NÃO PADRONIZADO;2019-02-28;41913596.70;1
FIDC;09.172.117/0001-27;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL ÁSIA LP;2019-02-28;156061412.69;21
FIDC;09.194.715/0001-05;FIDC DA INDUSTRIA EXODUS III - BRZ;2019-02-28;378597.83;2
FIDC;09.194.841/0001-51;ATLÂNTICO FIDC - NP;2019-02-28;;1
FIDC;09.195.235/0001-50;FIDC NP DO SISTEMA PETROBRAS;2019-02-28;35883355942.92;162
FIDC;09.217.017/0001-70;ACCESS 1 FIC FIDC NP;2019-02-28;412963039.95;1
FIDC;09.217.024/0001-71;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO FRANQUIAS;2019-02-28;1542875477.33;6
FIDC;09.220.444/0001-07;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISETORIAL DELTA - NÃO PADRONIZADOS;2019-02-28;22741725.37;3
FIDC;09.221.411/0001-81;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISETORIAL RADICE;2019-02-28;21673042.05;9
FIDC;09.228.406/0001-09;FIDC NP MULTISEGMENTOS CREDITSTORE;2019-02-28;;1
FIDC;09.236.210/0001-58;FIDC NP PRECATORIOS SELECIONADOS I;2019-02-28;351085450.09;4
FIDC;09.239.216/0001-89;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL SM LP;2019-02-28;25393649.90;9
FIDC;09.257.784/0001-02;SUL INVEST FIDC - MULTISETORIAL;2019-02-28;28654547.20;3
FIDC;09.260.031/0001-56;FIQFIDC SRM;2019-02-28;87527679.29;2
FIDC;09.263.012/0001-83;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NAO PADRONIZADOS NPL I;2019-02-28;208155391.22;2
FIDC;09.266.437/0001-46;JPP EMPRESAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTICARTEIRA;2019-02-28;75379475.38;1
FIDC;09.297.712/0001-99;FIDC NP PRECATÓRIOS FEDERAIS DB I;2019-02-28;;0
FIDC;09.305.307/0001-75;AGRO BRASIL E PRECATÓRIOS FIDC NP;2019-02-28;11626583.10;11
FIDC;09.363.400/0001-36;MERCANTIL NP FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS MULTISETORIAL;2019-02-28;95458731.37;3
FIDC;09.410.142/0001-00;TARGET FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS- MULTICREDITO;2019-02-28;9301299.34;1
FIDC;09.414.255/0001-75;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISETORIAL DANIELE LP;2019-02-28;182870482.65;2
FIDC;09.443.633/0001-49;FIDC NP TRATEX PRECATÓRIO III;2019-02-28;326068050.08;1
FIDC;09.520.712/0001-06;GRAN FIDC NÃO-PADRONIZADOS MULTISSETORIAL NP - GRANFIDC;2019-02-28;10660222.15;1
FIDC;09.527.140/0001-97;BSPAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL;2019-02-28;323772974.11;1
FIDC;09.577.075/0001-04;FIDC BANCO GMAC - FINANCIAMENTO A CONCESSIONÁRIAS;2019-02-28;550527638.88;2
FIDC;09.584.892/0001-90;FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS EXODUS - D30;2019-02-28;43649.78;100
FIDC;09.609.468/0001-52;MACRO FUND - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2019-02-28;25120822.05;1
FIDC;09.620.060/0001-81;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS VOTORANTIM ABSOLUTE;2019-02-28;260729259.42;2
FIDC;09.636.040/0001-07;ATLANTIC FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2019-02-28;56201143.46;29
FIDC;10.145.630/0001-08;QUATA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISETORIAL;2019-02-28;204414144.67;111
FIDC;10.202.726/0001-60;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTIMERCADO UNP;2019-02-28;17347511.48;1
FIDC;10.237.131/0001-40;IAA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2019-02-28;132035636.91;12
FIDC;10.269.029/0001-27;AJAXJUD - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2019-02-28;88221350.99;2
FIDC;10.288.773/0001-79;FIDC NP PEARL;2019-02-28;796915955.28;16
FIDC;10.338.491/0001-39;BELLUNO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - MULTISETORIAL;2019-02-28;63458592.92;9
FIDC;10.382.250/0001-97;FIDC F VIII - MULTISEGMENTOS;2019-02-28;275424988.80;2
FIDC;10.434.089/0001-58;BMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISETORIAL;2019-02-28;77171860.92;12
FIDC;10.436.207/0001-67;DB MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS DE PRECATORIOS FEDERAIS;2019-02-28;3366185.55;4
FIDC;10.496.436/0001-77;SHIZEN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS;2019-02-28;50354277.67;4
FIDC;10.506.595/0001-05;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS ENERGISA 2008;2019-02-28;78178438.97;6
FIDC;10.509.884/0001-68;SALUS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL LP;2019-02-28;138767984.65;1
FIDC;10.528.349/0001-54;CREDENCIAL FIDC;2019-02-28;572622280.79;1
FIDC;10.545.253/0001-02;VISÃO MULTIMERCADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2019-02-28;22515346.13;7
FIDC;10.545.384/0001-81;Real Minas Fundo de Investimento em Cotas de Fundos de Investimento Em Direitos Creditórios;2019-02-28;593266237.26;4
FIDC;10.613.882/0001-14;ROYAL BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2019-02-28;476709529.39;1
FIDC;10.614.432/0001-46;MEGATRUST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL;2019-02-28;19375700.29;1
FIDC;10.614.434/0001-35;VELAR FUNDO DE INVESTIMENTO EM DIREITO CREDITÓRIO MULTISSETORIAL;2019-02-28;21952283.24;16
FIDC;10.726.863/0001-02;BRASIL GOVERNMENT SENIOR DEBT FIDC-NP;2019-02-28;13310029.18;1
FIDC;10.740.479/0001-56;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS CAIXA RB CAPITAL HABITACAO;2019-02-28;108344087.58;1
FIDC;10.756.703/0001-06;KOBOLD MFS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2019-02-28;431030193.36;8
FIDC;10.759.034/0001-18;PC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2019-02-28;51617224.79;5
FIDC;10.768.419/0001-41;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS EMPÍRICA RPW MICROFINANÇAS;2019-02-28;56843803.63;45
FIDC;10.772.734/0001-42;GRANCRED SP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2019-02-28;9495017.38;0
FIDC;10.774.307/0001-01;PLATINUM FIDC MULTISSETORIAL;2019-02-28;20116910.16;3
FIDC;10.797.027/0001-00;SAFIRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2019-02-28;111084107.89;5
FIDC;10.810.396/0001-96;CORPORE NP FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL;2019-02-28;57927973.72;4
FIDC;10.814.233/0001-81;BI INVEST FIDC FORNECEDORES PETROBRAS;2019-02-28;0.01;1
FIDC;10.841.829/0001-70;SPREADSUL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS - NP;2019-02-28;29604626.38;3
FIDC;10.841.847/0001-52;MULTI ASSET FIDC MULTISSETORIAL;2019-02-28;67101897.16;12
FIDC;10.842.374/0001-08;MÚLTIPLO - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL;2019-02-28;78568206.94;4
FIDC;10.985.139/0001-95;BS MASTER FIDC NÃO PADRONIZADOS;2019-02-28;110214595.15;1
FIDC;10.989.464/0001-26;RENDMAX FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2019-02-28;16151542.88;5
FIDC;10.996.108/0001-30;FIDC-NP - RECUPERARE;2019-02-28;146672632.74;3
FIDC;11.002.388/0001-86;GWM FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2019-02-28;3001083.69;4
FIDC;11.003.181/0001-26;BBIF MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS LP;2019-02-28;19962433.18;13
FIDC;11.026.623/0001-50;BENFICA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2019-02-28;11051852.20;7
FIDC;11.088.794/0001-03;MINERVA FIDC - CRÉDITO MERCANTIL;2019-02-28;158541751.57;2
FIDC;11.122.490/0001-15;GLOBAL RETAIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL NÃO PADRONIZADO;2019-02-28;988872.53;4
FIDC;11.122.821/0001-17;SL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2019-02-28;19000893.83;4
FIDC;11.175.012/0001-73;ATTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2019-02-28;7961126.98;2
FIDC;11.190.431/0001-84;SCE FIDC;2019-02-28;11738762.04;24
FIDC;11.198.684/0001-02;PRASS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS II;2019-02-28;187441992.11;14
FIDC;11.203.571/0001-40;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRESCER NÃO PADRONIZADO;2019-02-28;57464946.70;1
FIDC;11.230.727/0001-81;FIDC GM - VENDA DE VEÍCULOS;2019-02-28;1567549495.19;1
FIDC;11.261.368/0001-20;ALFA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2019-02-28;45760506.80;6
FIDC;11.351.407/0001-80;CREDFIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SACADOS ÂNCORA MULTISETORIAL;2019-02-28;18696811.74;84
FIDC;11.351.413/0001-37;CORAL FIDC MULTISETORIAL;2019-02-28;810052.65;7
FIDC;11.370.045/0001-74;G5 CREDIJUS CRÉDITOS JUDICIAIS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2019-02-28;63461753.42;2
FIDC;11.375.619/0001-05;CJP FIDC-NP CRÉDITOS JUDICIAIS E PRECATÓRIOS;2019-02-28;893554101.70;2
FIDC;11.396.931/0001-77;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DEBT;2019-02-28;8207.01;8
FIDC;11.439.669/0001-09;STEP-UP CRÉDITO JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2019-02-28;5097648.82;2
FIDC;11.461.546/0001-66;ANHANGUERA EDUCACIONAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2019-02-28;18561197.94;1
FIDC;11.468.186/0001-24;ATLANTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2019-02-28;1386033875.46;17
FIDC;11.468.192/0001-81;DEL CRED NP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL;2019-02-28;111572849.83;3
FIDC;11.468.198/0001-59;AL CREDIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL NP;2019-02-28;17402040.98;3
FIDC;11.489.344/0001-22;RED PERFORMANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2019-02-28;853582879.93;70
FIDC;11.491.061/0001-15;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS DANIELE;2019-02-28;97525455.47;1
FIDC;11.507.489/0001-09;BFC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2019-02-28;62112715.95;10
FIDC;11.516.985/0001-29;FIDC MULTISEGMENTOS NPL IPANEMA - NP;2019-02-28;6134263.50;4
FIDC;11.629.795/0001-18;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS EXODUS INSTITUCIONAL;2019-02-28;54331208.04;9
FIDC;11.641.910/0001-70;FIDC-NP PRECATÓRIOS SELECIONADOS III;2019-02-28;80209399.84;2
FIDC;11.675.457/0001-12;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISETORIAL MASTER;2019-02-28;5972649.07;13
FIDC;11.693.671/0001-00;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL R&G LP;2019-02-28;148971916.15;53
FIDC;11.726.466/0001-95;MERITA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS;2019-02-28;9310558.24;1
FIDC;11.823.118/0001-36;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL PREVIA;2019-02-28;48904405.17;20
FIDC;11.888.461/0001-69;ITU FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS;2019-02-28;1215811960.09;79
FIDC;11.902.340/0001-24;MAXPREV FIQ FIDC MULTISETORIAL;2019-02-28;4386388.69;8
FIDC;11.989.256/0001-90;FIDC MULTISETORIAL MASTER II;2019-02-28;633547.30;28
FIDC;12.036.226/0001-21;SG III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2019-02-28;56463551.37;1
FIDC;12.036.247/0001-47;SG III FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;2019-02-28;128461207.28;2
FIDC;12.053.694/0001-04;ÁTICO FIDC IMOBILIÁRIOS;2019-02-28;49726240.58;11
FIDC;12.093.804/0001-61;CAPITAL ANNEX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2019-02-28;53532498.63;7
FIDC;12.138.813/0001-21;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL MASTER III;2019-02-28;498229.36;41
FIDC;12.144.737/0001-67;CREDIT BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL MASTER;2019-02-28;222420783.53;329
FIDC;12.167.116/0001-07;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL VIAINVEST;2019-02-28;57296706.43;4
FIDC;12.182.585/0001-97;AGRO 1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2019-02-28;440033888.98;1
FIDC;12.227.850/0001-06;G5 BR INFRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2019-02-28;156198994.60;5
FIDC;12.236.809/0001-04;PLR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;2019-02-28;517810827.87;6
FIDC;12.254.372/0001-23;GARSON - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2019-02-28;82778021.55;12
FIDC;12.357.546/0001-83;OESTE FIDC-NP;2019-02-28;1210986.79;1
FIDC;12.358.325/0001-20;FUNDO DE INVEST. EM DIREITOS CREDITÓRIOS MULTISETORIAL SILVERADO- FORNECEDORES DO SISTEMA  PETROBRAS;2019-02-28;681181.87;2
FIDC;12.377.935/0001-70;MATURITY FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADO;2019-02-28;18564633.72;1
FIDC;12.385.897/0001-06;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP RED P;2019-02-28;516048164.16;4
FIDC;12.400.421/0001-99;LIBRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2019-02-28;69413456.37;29
FIDC;12.400.426/0001-11;MOKA FUND I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL;2019-02-28;42382555.61;41
FIDC;12.401.806/0001-70;AIMORES FIDC-NP;2019-02-28;222812203.03;1
FIDC;12.401.842/0001-34;BRISBANE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2019-02-28;1121258.83;1
FIDC;12.428.086/0001-37;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL BS NP;2019-02-28;523356717.66;8
FIDC;12.440.789/0001-80;LME REC MULTISETORIAL IPCA - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2019-02-28;76335250.85;2
FIDC;12.579.631/0001-96;VINCI CRÉDITO E DESENVOLVIMENTO I - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2019-02-28;413419068.60;72
FIDC;12.592.411/0001-00;BOA VISTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADO;2019-02-28;113087754.47;2
FIDC;12.610.459/0001-96;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS EMPIRICA GOAL ONE;2019-02-28;61673914.87;28
FIDC;12.712.606/0001-39;IGUANA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS;2019-02-28;24785772.60;1
FIDC;12.764.295/0001-51;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ARM - NÃO PADRONIZADO;2019-02-28;58353050.02;1
FIDC;12.764.483/0001-80;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NEGOCIAL - NÃO PADRONIZADO;2019-02-28;36179976.24;3
FIDC;12.778.706/0001-68;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - BRASILFACTORS CRÉDITO CORPORATIVO;2019-02-28;53795235.64;3
FIDC;12.796.029/0001-00;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MERCANTIS AUTO PEÇAS;2019-02-28;180963487.60;1
FIDC;12.803.721/0001-19;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FRATTO LP - NÃO PADRONIZADO;2019-02-28;;0
FIDC;12.809.994/0001-70;MAX - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL -NÃO PADRONIZADO;2019-02-28;21065768.92;1
FIDC;12.813.209/0001-53;VERUM FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2019-02-28;146977453.82;1
FIDC;12.813.212/0001-77;RNX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2019-02-28;203914009.16;76
FIDC;12.817.329/0001-29;HAVAN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2019-02-28;768156522.02;1
FIDC;12.910.431/0001-74;MEINBERG FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2019-02-28;64065277.32;27
FIDC;12.910.463/0001-70;CAPITAL RS NP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL;2019-02-28;76603523.34;1
FIDC;12.956.543/0001-66;CAMBUI FINANÇAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2019-02-28;8655366.94;7
FIDC;13.004.286/0001-25;APOLO - FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;2019-02-28;21786954.93;4
FIDC;13.005.223/0001-93;DANIELE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NP;2019-02-28;97552254.00;3
FIDC;13.039.712/0001-66;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PREMIUM SOLIS;2019-02-28;43165490.87;8
FIDC;13.072.143/0001-50;VERMILLION FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS;2019-02-28;812359301.58;1
FIDC;13.098.860/0001-51;GFM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTICRÉDITO;2019-02-28;75021537.53;61
FIDC;13.321.819/0001-00;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS VALE;2019-02-28;7250470627.09;7
FIDC;13.327.334/0001-16;HDLG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL;2019-02-28;43941083.95;3
FIDC;13.348.521/0001-86;RDG NP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO MULTISSETORIAL LP;2019-02-28;15987845.61;1
FIDC;13.387.221/0001-06;AMIGO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTICARTEIRA;2019-02-28;7211060.59;1
FIDC;13.409.986/0001-08;ARAM FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADO;2019-02-28;35287382.80;1
FIDC;13.416.131/0001-04;EGM NP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL;2019-02-28;14447298.87;2
FIDC;13.425.492/0001-09;ACTIVA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL NÃO PADRONIZADOS LP;2019-02-28;10293447.06;4
FIDC;13.492.683/0001-93;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS AGRONEGÓCIO FUNDING I;2019-02-28;183684300.69;4
FIDC;13.504.046/0001-90;JGP CANVAS DISTRESSED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2019-02-28;89393334.94;3
FIDC;13.509.993/0001-73;POLO MULTISETORIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2019-02-28;152513405.09;5
FIDC;13.554.539/0001-34;MARIN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2019-02-28;4731015.19;6
FIDC;13.598.246/0001-59;DUAS RODAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO;2019-02-28;52032685.63;5
