COMPANY_ID;QUOTA;ISIN;NAME;DATE_INI;EXCLUSIVE;CLASS;REFERENCE;TARGET;OWNERS;ASSETS;EQUITY;DY_LAST;PRICE_QUOTA_EQUITY
28.693.595/0001-27;992565;BRWTSPCTF002;FUNDO DE INVESTIMENTO IMOBILIÁRIO OURINVEST RE I;23/02/2018;False;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Qualificado;89;96601181;88043713;0,0000%;88.7
00.613.094/0001-74;758400;BRPABYCTF012;FUNDO DE INVESTIMENTO IMOBILIÁRIO PANAMBY;14/03/1995;False;Mandato: Desenvolvimento para VendaSegmento de Atuação: HíbridoTipo de Gestão: Passiva;04/2019;Investidores em Geral;328;196747879;190303251;0,0000%;250.93
17.161.979/0001-82;791000;BRFPNGCTF005;FUNDO DE INVESTIMENTO IMOBILIÁRIO PEDRA NEGRA RENDA IMOBILIÁRIA;25/10/2012;False;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Ativa;04/2019;Investidores em Geral;50;128328753;127433153;0,5637%;161.1
15.098.422/0001-19;1350000;BRVTPLCTF009;FUNDO DE INVESTIMENTO IMOBILIÁRIO PLUS;13/12/2013;False;Mandato: RendaSegmento de Atuação: LogísticaTipo de Gestão: Passiva;04/2019;Investidor Qualificado;56;117525226;115958193;0,9664%;85.89
14.665.312/0001-29;37220027;;FUNDO DE INVESTIMENTO IMOBILIÁRIO POLO ESTOQUE - FII;19/12/2013;False;Mandato: HíbridoSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Qualificado;2;11760307;11620320;0,0000%;0.31
18.497.672/0001-10;44668541;;FUNDO DE INVESTIMENTO IMOBILIARIO POLO ESTOQUE II - FII;08/05/2014;False;Mandato: HíbridoSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Qualificado;2;23418703;17374814;0,0000%;0.39
14.721.889/0001-00;8071897;BRVPSICTF007;FUNDO DE INVESTIMENTO IMOBILIÁRIO POLO SHOPPING INDAIATUBA;20/12/2012;False;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;04/2019;Investidores em Geral;53;148349014;148304381;0,4425%;18.37
27.368.617/0001-10;313495;BRQNTSCTF009;FUNDO DE INVESTIMENTO IMOBILIÁRIO QUINTAS;22/03/2018;True;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidores em Geral;7;30696303;30619710;0,0000%;97.67
14.088.246/0001-71;230;BRRWYMCTF001;FUNDO DE INVESTIMENTO IMOBILIÁRIO RAILWAY MALL I - FII;30/07/2012;False;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Ativa;04/2019;Investidor Qualificado;1;100140549;100106433;;435245.36
03.855.441/0001-63;144210661;0;FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA;02/05/2000;False;Mandato: Desenvolvimento para RendaSegmento de Atuação: LogísticaTipo de Gestão: Passiva;04/2019;Investidores em Geral;2;1715277376;64033417;0,0000%;0.44
27.529.279/0001-51;1966236;BRRBRFCTF003;FUNDO DE INVESTIMENTO IMOBILIARIO RBR ALPHA FUNDO DE FUNDOS;14/09/2017;False;Mandato: RendaSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;04/2019;Investidores em Geral;7467;203097017;196980108;0,6410%;100.18
30.166.700/0001-11;608678;BRFRBRCTF003;FUNDO DE INVESTIMENTO IMOBILIARIO RBR PRIVATE CREDITO IMOBILIARIO;24/05/2018;True;Mandato: RendaSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;04/2019;Investidor Qualificado;58;63292554;62771970;0,6494%;103.13
21.408.063/0001-51;1480026;0;FUNDO DE INVESTIMENTO IMOBILIARIO RBR PROPERTIES - FII;11/11/2014;True;Mandato: Desenvolvimento para RendaSegmento de Atuação: OutrosTipo de Gestão: Ativa;04/2019;Investidor Qualificado;126;140697318;119898699;;81.01
14.413.342/0001-48;25944;;FUNDO DE INVESTIMENTO IMOBILIÁRIO RENDA CORPORATIVA ANGICO - FII;18/12/2014;False;Mandato: RendaSegmento de Atuação: OutrosTipo de Gestão: Ativa;04/2019;Investidor Qualificado;2;354389064;354121666;;13649.46
03.683.056/0001-86;2170000;BRFFCICTF005;FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA CORPORATIVA;12/01/2000;False;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Ativa;04/2019;Investidores em Geral;9220;372689623;371627211;0,2922%;171.26
15.576.907/0001-70;405000;BRAGCXCTF003;FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO - FII;01/11/2012;False;Mandato: Desenvolvimento para RendaSegmento de Atuação: OutrosTipo de Gestão: Ativa;04/2019;Investidores em Geral;5454;436888143;432869242;0,7953%;1068.81
15.006.286/0001-90;2676000;BRRNGOCTF003;FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO NEGRO - FII;20/04/2012;False;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;04/2019;Investidores em Geral;12924;252312498;250946598;0,5228%;93.78
15.006.286/0001-90;2676000;BRRNGOCTF003;FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO NEGRO - FII;20/04/2012;False;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;04/2019;Investidores em Geral;12924;252312498;250946598;0,5228%;93.78
12.516.185/0001-70;1060836;;FUNDO DE INVESTIMENTO IMOBILIARIO RM LEBLON CORPORATE;24/07/2013;False;Mandato: RendaSegmento de Atuação: OutrosTipo de Gestão: Ativa;04/2019;Investidores em Geral;48;126104956;58244664;;54.9
09.350.920/0001-04;981472;BRSFNDCTF006;FUNDO DE INVESTIMENTO IMOBILIÁRIO SÃO FERNANDO;28/07/2008;False;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Ativa;04/2019;Investidores em Geral;55;106036863;106004087;0,7684%;108.01
12.804.013/0001-00;127800;BRFISCCTF008;FUNDO DE INVESTIMENTO IMOBILIÁRIO SC 401;25/10/2010;False;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Ativa;04/2019;Investidores em Geral;68;221190250;202711064;0,0000%;1586.16
16.671.412/0001-93;3422972;BRSDILCTF004;FUNDO DE INVESTIMENTO IMOBILIARIO SDI RIO BRAVO RENDA LOGÍSTICA - FII;16/11/2012;False;Mandato: RendaSegmento de Atuação: LogísticaTipo de Gestão: Passiva;04/2019;Investidores em Geral;8119;328389163;315544410;0,6360%;92.18
16.671.412/0001-93;3422972;BRSDILCTF004;FUNDO DE INVESTIMENTO IMOBILIARIO SDI RIO BRAVO RENDA LOGÍSTICA - FII;16/11/2012;False;Mandato: RendaSegmento de Atuação: LogísticaTipo de Gestão: Passiva;04/2019;Investidores em Geral;8119;328389163;315544410;0,6360%;92.18
23.538.112/0001-04;33100000;;FUNDO DE INVESTIMENTO IMOBILIARIO SF - FII;16/10/2015;False;Mandato: HíbridoSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Profissional;1;52198367;51999895;0,0000%;1.57
27.538.460/0001-24;23418;0;FUNDO DE INVESTIMENTO IMOBILIÁRIO SHARE STUDENT LIVING;20/12/2017;False;Mandato: Segmento de Atuação: Tipo de Gestão:;04/2019;Investidores em Geral;2;27020323;26996254;0,0000%;1152.8
27.538.460/0001-24;23418;0;FUNDO DE INVESTIMENTO IMOBILIÁRIO SHARE STUDENT LIVING;20/12/2017;False;Mandato: Segmento de Atuação: Tipo de Gestão:;04/2019;Investidores em Geral;2;27020323;26996254;0,0000%;1152.8
27.538.460/0001-24;23418;0;FUNDO DE INVESTIMENTO IMOBILIÁRIO SHARE STUDENT LIVING;20/12/2017;False;Mandato: Segmento de Atuação: Tipo de Gestão:;04/2019;Investidores em Geral;2;27020323;26996254;0,0000%;1152.8
27.538.460/0001-24;23418;0;FUNDO DE INVESTIMENTO IMOBILIÁRIO SHARE STUDENT LIVING;20/12/2017;False;Mandato: Segmento de Atuação: Tipo de Gestão:;04/2019;Investidores em Geral;2;27020323;26996254;0,0000%;1152.8
15.447.110/0001-73;424590000;BRALVSCTF003;FUNDO DE INVESTIMENTO IMOBILIÁRIO SHOPPING CIDADE JARDIM;28/12/2016;False;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Qualificado;1;519278899;517823501;0,0000%;1.22
17.308.805/0001-08;164630;;FUNDO DE INVESTIMENTO IMOBILIARIO SHOPPING LIGHT;03/06/2015;False;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Qualificado;1;270113036;271686907;0,0000%;1650.29
03.507.519/0001-59;608950;BRSHPHCTF008;FUNDO DE INVESTIMENTO IMOBILIÁRIO SHOPPING PÁTIO HIGIENOPOLIS;15/10/1999;False;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;04/2019;Investidores em Geral;2438;432295451;431772452;0,5008%;709.04
16.802.360/0001-47;12600;0;FUNDO DE INVESTIMENTO IMOBILIÁRIO SOFI;03/04/2017;False;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Qualificado;12;55420890;55211718;;4381.88
20.132.453/0001-89;8628009;;FUNDO DE INVESTIMENTO IMOBILIARIO TC BTOWERS - FII TC BTOWERS;26/06/2014;False;Mandato: RendaSegmento de Atuação: OutrosTipo de Gestão: Ativa;04/2019;Investidor Qualificado;18;42812577;42754855;;4.96
25.032.881/0001-53;1140552;0;FUNDO DE INVESTIMENTO IMOBILIÁRIO TG ATIVO REAL;22/09/2017;False;Mandato: HíbridoSegmento de Atuação: OutrosTipo de Gestão: Ativa;04/2019;Investidor Profissional;2273;283649797;146087715;0,0000%;128.09
12.948.291/0001-23;911000;BRONEFCTF003;FUNDO DE INVESTIMENTO IMOBILIÁRIO THE ONE;07/01/2011;False;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Ativa;04/2019;Investidores em Geral;1729;101673246;101610210;0,6457%;111.54
23.570.871/0001-46;344497662;;FUNDO DE INVESTIMENTO IMOBILIÁRIO TM - FII;20/10/2015;False;Mandato: HíbridoSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Profissional;1;760789767;319356249;0,0000%;0.93
23.768.027/0001-24;322214000;;FUNDO DE INVESTIMENTO IMOBILIÁRIO TOP CENTER;01/07/2016;False;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Qualificado;1;428505416;425655414;0,0000%;1.32
26.846.280/0001-47;1741;0;FUNDO DE INVESTIMENTO IMOBILIÁRIO TORDESILHAS;28/11/2016;False;Mandato: Segmento de Atuação: Tipo de Gestão:;04/2019;Investidor Profissional;1;847931;836206;0,0000%;480.3
26.395.660/0001-02;1880850;0;FUNDO DE INVESTIMENTO IMOBILIÁRIO TOURMALET I;23/12/2016;False;Mandato: HíbridoSegmento de Atuação: OutrosTipo de Gestão: Ativa;04/2019;Investidor Qualificado;255;221459697;219820013;0,0000%;116.87
30.578.316/0001-26;10000;0;FUNDO DE INVESTIMENTO IMOBILIÁRIO TOURMALET II;03/09/2018;False;Mandato: HíbridoSegmento de Atuação: OutrosTipo de Gestão: Ativa;04/2019;Investidor Qualificado;145;86315116;86151386;0,0000%;8615.14
08.693.497/0001-82;550084;BRVERECTF002;FUNDO DE INVESTIMENTO IMOBILIARIO VEREDA - FII;31/05/2007;False;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidores em Geral;53;144271090;143063600;0,6173%;260.08
00.332.266/0001-31;2749208;BRFVPQCTF015;FUNDO DE INVESTIMENTO IMOBILIÁRIO VIA PARQUE SHOPPING - FII;24/11/1994;False;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;04/2019;Investidores em Geral;2310;522621385;519005942;0,5247%;188.78
17.854.016/0001-64;9412630;BRFIVNCTF009;FUNDO DE INVESTIMENTO IMOBILIÁRIO VIDA NOVA - FII;01/07/2014;False;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;04/2019;Investidores em Geral;812;86745253;81691973;0,0000%;8.68
10.348.185/0001-83;1057971;BRVBRECTF008;FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES II;18/08/2010;False;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;04/2019;Investidor Qualificado;595;1106651194;1059014107;0,4678%;1000.99
20.265.467/0001-70;206261;;FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM BERLIM;17/12/2014;True;Mandato: Desenvolvimento para RendaSegmento de Atuação: OutrosTipo de Gestão: Ativa;04/2019;Investidor Qualificado;50;43159401;39613156;0,0000%;192.05
23.120.006/0001-06;1676785;BRVTPACTF002;FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM BII BTS-FII;09/08/2016;True;Mandato: Desenvolvimento para RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Qualificado;6;152748595;152522369;0,0000%;90.96
27.368.600/0001-63;2115000;BRVTLTCTF001;FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM LOGÍSTICA;15/12/2017;False;Mandato: RendaSegmento de Atuação: LogísticaTipo de Gestão: Ativa;04/2019;Investidor Qualificado;236;205475887;205293320;0,7127%;97.07
21.500.481/0001-74;650000;BRVTPACTF002;FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM PATRIMONIAL V;18/11/2016;True;Mandato: RendaSegmento de Atuação: OutrosTipo de Gestão: Ativa;04/2019;Investidor Qualificado;1;72005805;71950065;0,7862%;110.69
23.740.552/0001-31;103500;BRVTXICTF009;FUNDO DE INVESTIMENTO IMOBILIARIO VOTORANTIM PATRIMONIAL XII;06/04/2016;True;Mandato: Desenvolvimento para VendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Profissional;1;9765655;9709589;0,0000%;93.81
10.347.505/0001-80;193519;BRVSECCTF004;FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES;14/01/2010;False;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;04/2019;Investidor Qualificado;215;197405185;193900697;0,3693%;1001.97
14.422.044/0001-14;204803;BRVTRTCTF008;FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES III;26/10/2011;False;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;04/2019;Investidor Qualificado;310;215480105;209031246;0,0000%;1020.65
23.740.595/0001-17;2098800;BRVSHOCTF002;FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SHOPPING;30/08/2018;False;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Ativa;04/2019;Investidor Qualificado;302;213672948;212976828;0,5907%;101.48
01.601.918/0001-59;500000;BRFTLZCTF001;FUNDO FORTALEZA INVESTIMENTO IMOBILIÁRIO;14/01/1997;False;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidores em Geral;8;67672558;67098508;0,0000%;134.2
22.340.978/0001-35;72;;G5 JOMAFIL - FUNDO DE INVESTIMENTO IMOBILIARIO - FII;13/01/2016;True;Mandato: HíbridoSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Qualificado e Profissional;3;230643297;230540833;0,0000%;3201956.01
11.769.604/0001-13;68482196;0;GENERAL SHOPPING E OUTLETS DO BRASIL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;30/09/2013;False;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;04/2019;Investidor Qualificado;1;635794568;635243169;;9.28
26.614.291/0001-00;6503028;BRGGRCCTF002;GGR COVEPI RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO;11/01/2017;False;Mandato: HíbridoSegmento de Atuação: LogísticaTipo de Gestão: Ativa;04/2019;Investidores em Geral;38249;785122921;755192226;;116.13
24.069.712/0001-25;0;0;GGR ESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO;23/08/2017;False;Mandato: HíbridoSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidores em Geral;0;0;0;;0.0
26.191.053/0001-20;158780;0;GOLDEN WEST VX FUNDO DE INVESTIMENTO IMOBILIARIO;28/12/2016;True;Mandato: HíbridoSegmento de Atuação: OutrosTipo de Gestão: Ativa;04/2019;Investidor Profissional;1;18425059;18388999;0,0000%;115.81
18.929.051/0001-68;265;;GOODMAN PATRIMONIAL I FUNDO DE INVESTIMENTO IMOBILIARIO - FII;03/05/2014;False;Mandato: RendaSegmento de Atuação: OutrosTipo de Gestão: Ativa;04/2019;Investidor Qualificado;1;109671509;65926;;248.78
23.426.470/0001-17;2034078;;GOODMAN PATRIMONIAL II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;03/02/2016;False;Mandato: RendaSegmento de Atuação: OutrosTipo de Gestão: Ativa;04/2019;Investidor Profissional;1;207409917;14318157;;7.04
30.871.716/0001-25;30000;;GREEN ROCK - FUNDO DE INVESTIMENTO IMOBILIÁRIO;03/05/2014;False;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Qualificado;2;30009386;29994773;;999.83
27.771.586/0001-44;11678533;;GRUPO RCFA FUNDO DE INVESTIMENTO IMOBILIARIO;26/07/2018;True;Mandato: Desenvolvimento para VendaSegmento de Atuação: HíbridoTipo de Gestão: Passiva;04/2019;Investidor Profissional;1;19340352;19303256;0,0000%;1.65
14.631.148/0001-39;928908;BRATCCTF008;HAZ FUNDO DE INVESTIMENTO IMOBILIÁRIO;01/04/2012;True;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;04/2019;Investidor Qualificado e Profissional;33;70511642;70397072;;75.78
30.248.180/0001-96;9414;0;HECTARE CE - FUNDO DE INVESTIMENTO IMOBILIÁRIO;19/09/2018;False;Mandato: HíbridoSegmento de Atuação: OutrosTipo de Gestão: Ativa;04/2019;Investidor Qualificado;4;10228843;10162104;0,0000%;1079.47
12.809.972/0001-00;1715200;BRATSACTF000;HEDGE ATRIUM SHOPPING SANTO ANDRÉ FUNDO DE INVESTIMENTO IMOBILIÁRIO;23/03/2011;False;Mandato: Desenvolvimento para RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;04/2019;Investidores em Geral;94;186226347;185605739;0,2773%;108.21
08.431.747/0001-06;6718650;BRHGBSCTF000;HEDGE BRASIL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO;28/12/2006;False;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Ativa;04/2019;Investidores em Geral;23145;1558530783;1505758840;0,6243%;224.12
16.929.519/0001-99;7587125;;HEDGE REALTY DEVELOPMENT FUNDO DE INVESTIMENTO IMOBILIÁRIO;20/12/2013;False;Mandato: Desenvolvimento para VendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Qualificado;50;96409943;96342238;0,0000%;12.7
14.733.211/0001-48;382017;BRHMOCCTF005;HEDGE SHOPPING PRAÇA DA MOÇA FUNDO DE INVESTIMENTO IMOBILIÁRIO;02/12/2011;False;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;04/2019;Investidor Qualificado;221;69273471;68697472;0,7493%;179.83
16.875.388/0001-04;1196040;BRFOFTCTF007;HEDGE TOP FOFII 2 FUNDO DE INVESTIMENTO IMOBILIÁRIO;10/05/2013;False;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;04/2019;Investidores em Geral;425;117549607;116063997;0,5727%;97.04
18.307.582/0001-19;2468390;BRHFOFCTF002;HEDGE TOP FOFII 3 FUNDO DE INVESTIMENTO IMOBILIÁRIO;08/07/2013;False;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;04/2019;Investidores em Geral;5810;249920195;243130124;1,2739%;98.5
20.834.884/0001-97;850530;BRTFOFCTF007;HEDGE TOP FOFII FUNDO DE INVESTIMENTO IMOBILIÁRIO;17/10/2014;False;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;04/2019;Investidor Qualificado;199;113861534;107877912;1,2602%;126.84
30.017.492/0001-99;9100;0;HUSI FUNDO DE INVESTIMENTO IMOBILIÁRIO;12/03/2018;False;Mandato: Desenvolvimento para RendaSegmento de Atuação: HospitalTipo de Gestão: Ativa;04/2019;Investidores em Geral;1;8835385;8777379;;964.55
15.463.207/0001-70;10000;0;INHAÚMA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;05/04/2013;True;Mandato: Segmento de Atuação: Tipo de Gestão:;04/2019;Investidor Qualificado;1;284805628;35047658;0,0000%;3504.77
15.447.108/0001-02;1089450000;BRISSHCTF000;INTERNACIONAL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO;01/03/2018;False;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Qualificado;1;1306515589;1302863774;0,0000%;1.2
21.917.235/0001-12;130406;;IPS PB - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;04/03/2015;False;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Ativa;04/2019;Investidor Qualificado;1;385906639;201638357;;1546.24
21.500.500/0001-62;1722169;BRIRBLCTF000;IRB INTERNACIONAL FUNDO DE INVESTIMENTO IMOBILIARIO - FII;11/09/2015;True;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Ativa;04/2019;Investidor Qualificado;1;320483881;320352170;0,4197%;186.02
10.410.463/0001-85;1000000;0;ITACOATIARA FUNDO DE INVESTIMENTO IMOBILÁRIO;21/12/2010;False;Mandato: HíbridoSegmento de Atuação: OutrosTipo de Gestão: Ativa;04/2019;Investidor Qualificado;1;59025183;59002183;;59.0
22.646.161/0001-90;282421;;IZAR FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;04/04/2016;False;Mandato: HíbridoSegmento de Atuação: ResidencialTipo de Gestão: Passiva;04/2019;Investidor Profissional;4;185913128;182509367;0,0000%;646.23
15.489.509/0001-17;45929;0;JFDCAM - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;23/04/2015;False;Mandato: Segmento de Atuação: Tipo de Gestão:;01/2019;Investidor Qualificado;2;404154966;302724730;0,0000%;6591.15
16.915.868/0001-51;1254164;BRRBBVCTF004;JHSF RIO BRAVO FAZENDA BOA VISTA CAPITAL PROTEGIDO FUNDO DE INVESTIMENTO IMOBILIARIO - FII;17/07/2013;False;Mandato: HíbridoSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Passiva;04/2019;Investidores em Geral;2614;126477750;126386190;0,8278%;100.77
17.198.404/0001-34;16;************;JIVE ATIVOS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO;03/04/2017;False;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Qualificado;1;6458511;6446380;0,0000%;402898.75
26.642.834/0001-94;54775647;************;JIVE ATIVOS IMOBILIÁRIOS II - FUNDO DE INVESTIMENTO IMOBILIÁRIO;01/08/2018;False;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Profissional;1;61491236;61479335;0,0000%;1.12
30.982.880/0001-00;157787;0;JPP ALLOCATON MOGNO FUNDO DE INVESTIMENTO IMOBILIÁRIO;14/12/2018;False;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;04/2019;Investidores em Geral;14;16083305;16056432;0,0000%;101.76
17.216.625/0001-98;55000;BRJPPCCTF001;JPP CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;22/04/2013;False;Mandato: Desenvolvimento para VendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidores em Geral;64;34582229;34467752;;626.69
11.268.335/0001-01;156;BRJPPDCTF009;JPP FII - FII;02/01/2012;False;Mandato: HíbridoSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Qualificado;1;146014914;140895444;0,0000%;903175.92
13.371.132/0001-71;8081791;BRJSRECTF007;JS REAL ESTATE MULTIGESTÃO - FII;06/06/2011;False;Mandato: HíbridoSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidores em Geral;23301;906564795;895479033;0,5229%;110.8
23.876.086/0001-16;214674;BRJTPRCTF001;JT PREV FUNDO DE INVESTIMENTO IMOBILIÁRIO D. HAB;16/11/2016;False;Mandato: Desenvolvimento para VendaSegmento de Atuação: ResidencialTipo de Gestão: Ativa;04/2019;Investidores em Geral;7;26204010;26135040;;121.74
30.816.679/0001-52;2000;BR003HCTF006;KINEA CO-INVESTIMENTO FUNDO DE INVESTIMENTO IMOBILIÁRIO;22/03/2019;False;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;04/2019;Investidor Qualificado;2;1993232;1971126;0,0000%;985.56
30.130.708/0001-28;4000000;BRKNHYCTF005;KINEA HIGH YIELD CRI FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;03/07/2018;False;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;04/2019;Investidor Qualificado;1576;421408168;416814483;0,9598%;104.2
14.423.780/0001-97;18547161;BRKNRECTF006;KINEA II REAL ESTATE EQUITY FII;01/12/2011;False;Mandato: Desenvolvimento para VendaSegmento de Atuação: ResidencialTipo de Gestão: Ativa;04/2019;Investidor Qualificado;3346;124342164;121018531;0,5162%;6.52
24.960.430/0001-13;17450886;BRKNIPCTF001;KINEA ÍNDICES DE PREÇOS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;16/09/2016;False;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;04/2019;Investidor Qualificado;12810;1884966837;1868528174;0,7954%;107.07
12.005.956/0001-65;19290512;BRKNRICTF007;KINEA RENDA IMOBILIÁRIA - FII;11/08/2010;False;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidores em Geral;71239;2828358689;2778259074;0,5137%;144.02
16.706.958/0001-32;34902454;BRKNCRCTF000;KINEA RENDIMENTOS IMOBILIARIOS FUNDO DE INVESTIMENTO IMOBILIARIO - FII;15/10/2012;False;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;04/2019;Investidor Qualificado;39511;3674309826;3650014587;0,5734%;104.58
31.524.769/0001-32;2286513;000000;KODY FUNDO DE INVESTIMENTO IMOBILIARIO;20/08/2018;False;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;04/2019;Investidor Qualificado;13;31238982;31203182;0,0000%;13.65
19.249.956/0001-50;14350;BRICTUCTF005;LA DÉFENSE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;26/08/2014;False;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;04/2019;Investidores em Geral;51;15207414;15036444;0,0000%;1047.84
